,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
10980,Germany,2760000,DEU0101,OECD,Germany,26,572,Tick,No tick,No tick,41 � 45 years,36 � 40 years,No,No,No,,No,No,Yes,,<$A> or more but less than <$B>,<$W or more but less than $X>,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,One other,Important,Important,Important,Not important,Not important,Not important,Somewhat important,Somewhat important,Important,Somewhat important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a month,Once or twice a year,Once or twice a month,Agree,Agree,Agree,Agree,No,No,No,No,No,"Yes, Once",,,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Other country,Other country,Other country,Other country,Other country,1,9998,Not selected,Not selected,Italy,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Italy,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Shop sales assistants,Floor layers and tile setters,Child care workers,1.1701,0.0131,22.75,28.48,3.0,3.0,Italy,Germany,Italy,Italy,Italy,Italy,"ISCED 3A, ISCED 4",0.0,3.0,28.48,3.0,2.0,German ,German ,-1.2159,-0.4255,3.0,24.98,-1.0793,0.2764,22NOV13
10981,Germany,2760000,DEU0101,OECD,Germany,26,573,No tick,Tick,No tick,51 years or older,46 � 50 years,No,Yes,No,,No,No,No,,<$D> or more but less than <$E>,<$W or more but less than $X>,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No others,Important,Very important,Somewhat important,Not important,Not important,Important,Somewhat important,Somewhat important,Very important,Important,Very important,Once or twice a month,Once or twice a week,Once or twice a week,Never or hardly ever,Never or hardly ever,Once or twice a month,Never or hardly ever,Agree,Agree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Buyers,Civil engineering technicians,Do not know,0.7501,-1.3492,59.35,56.35,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,2.0,2.0,59.35,1.0,1.0,German ,German ,-1.2159,-0.4255,0.0,,-0.8397,0.3079,22NOV13
10982,Germany,2760000,DEU0102,OECD,Germany,27,575,Tick,No tick,No tick,,36 � 40 years,No,No,No,,No,Yes,No,,,<$X or more but less than $Y>,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Yes,No,No,No,No,No,No,No,Yes,No,No,One other,Important,Very important,Important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9999,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Medical assistants,"Gardeners, horticultural and nursery growers",Cooks,-0.1254,2.2387,20.91,44.92,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,2.0,44.92,1.0,1.0,German ,German ,-1.2159,1.2956,2.0,24.53,-0.536,0.5192,22NOV13
10983,Germany,2760000,DEU0102,OECD,Germany,27,576,Tick,No tick,No tick,51 years or older,46 � 50 years,No,No,No,,No,No,No,,<$A> or more but less than <$B>,Nothing,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,,,,,,,,,,No others,,,,,,,,,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Never or hardly ever,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Market-oriented skilled agricultural workers,Market-oriented skilled agricultural workers,Missing,,-0.1412,19.41,19.41,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,0.0,19.41,1.0,1.0,German ,German ,-1.2159,1.2956,0.0,,2.3177,0.5192,22NOV13
10984,Germany,2760000,DEU0102,OECD,Germany,27,579,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,No,,No,No,Yes,,<$C> or more but less than <$D>,<$W or more but less than $X>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,No,No,No,No,No,No,No,Yes,No,No others,Very important,Very important,Very important,Not important,Important,Not important,Important,Not important,Very important,Very important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a year,Never or hardly ever,Never or hardly ever,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Cleaners and helpers in offices, hotels and other establishm",Building frame and related trades workers not elsewhere clas,Plumbers and pipe fitters,-0.1254,-1.1714,26.92,14.21,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",0.0,3.0,26.92,1.0,1.0,German ,German ,-1.2159,1.2956,3.0,29.16,-0.0994,0.5192,22NOV13
10985,Germany,2760000,DEU0102,OECD,Germany,27,580,Tick,No tick,No tick,46 � 50 years,41 � 45 years,Yes,,Yes,,,,,,<$C> or more but less than <$D>,<$X or more but less than $Y>,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No others,Somewhat important,Very important,Very important,,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Agree,Agree,Agree,No,Yes,No,No,No,"No, Never","Yes, Once",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Fitness and recreation instructors and program leaders,Police officers,Motor vehicle mechanics and repairers,1.9195,-0.3004,51.5,50.9,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,3.0,3.0,51.5,1.0,1.0,German ,German ,-0.4243,0.1017,,30.78,-1.0793,0.5192,22NOV13
10986,Germany,2760000,DEU0102,OECD,Germany,27,582,No tick,Tick,No tick,41 � 45 years,41 � 45 years,,,Yes,,,,Yes,,<$B> or more but less than <$C>,Nothing,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,No,Yes,No,No,No,No,No,No,No,Yes,No,,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Not important,Somewhat important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a year,Once or twice a month,Disagree,Disagree,Disagree,Disagree,No,No,No,No,No,"No, Never","No, Never",,Tick,Tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Child care workers,Information and communications technology operations technic,Do not know,-0.1254,-0.3004,61.07,24.98,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 2,3.0,3.0,61.07,1.0,1.0,German ,German ,-1.2159,-1.8559,3.0,,-1.4771,0.4732,22NOV13
10987,Germany,2760000,DEU0102,OECD,Germany,27,583,Tick,No tick,No tick,46 � 50 years,46 � 50 years,,Yes,,,,,Yes,,<$E> or more,<More than $0 but less than $W>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,No,No,No,No others,Important,Important,Important,Somewhat important,Not important,Not important,Not important,Not important,Important,,Important,Once or twice a month,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Agree,Yes,No,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Bricklayers and related workers,Do not know,-0.1254,-0.3004,22.57,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,2.0,3.0,43.33,1.0,1.0,German ,German ,-0.4243,-0.4255,3.0,,-0.0994,0.5249,22NOV13
10988,Germany,2760000,DEU0102,OECD,Germany,27,585,Tick,Tick,No tick,41 � 45 years,Younger than 36 years,No,,No,,No,No,No,,,<$W or more but less than $X>,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No others,Very important,Very important,Very important,Important,Important,Important,Important,Important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,No,No,No,"Yes, Once","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Other country,Other country,Other country,Other country,Other country,Other country,6,18,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Cleaners and helpers in offices, hotels and other establishm","Plant and machine operators, and assemblers",Missing,0.7501,3.3915,25.45,14.21,1.0,1.0,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,ISCED 1,0.0,0.0,25.45,3.0,3.0,German ,German ,-1.2159,1.2956,0.0,,0.6338,0.5192,22NOV13
10989,Germany,2760000,DEU0102,OECD,Germany,27,587,Tick,Tick,No tick,41 � 45 years,36 � 40 years,No,No,No,,No,No,No,,Less than <$A>,,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,No,No,No,No,No,No,No,No,No,No,No,One other,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Not important,Not important,Not important,Somewhat important,Somewhat important,Important,Once or twice a week,Once or twice a week,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a month,Never or hardly ever,Agree,Strongly agree,Strongly agree,Strongly agree,No,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Other country,Other country,Other country,Other country,Other country,Other country,28,14,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Turkey ,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Turkey ,Not selected,Language of test,Language of test,"Cleaners and helpers in offices, hotels and other establishm",Cooks,General office clerks,-1.4809,-0.6372,24.53,14.21,3.0,3.0,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,ISCED 1,0.0,0.0,24.53,3.0,3.0,German ,German ,-0.4243,0.7791,0.0,43.33,-0.8397,0.5192,22NOV13
10990,Germany,2760000,DEU0102,OECD,Germany,27,589,No tick,No tick,Tick,41 � 45 years,41 � 45 years,No,No,No,,No,No,No,,Less than <$A>,<$X or more but less than $Y>,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,One other,Very important,Important,Important,Important,Important,Important,Somewhat important,Important,Important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a week,Once or twice a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,Yes,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Other country,Other country,Other country,Other country,Other country,Other country,10,5,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,,Shop sales assistants,Bricklayers and related workers,General office clerks,-0.6314,0.318,22.57,28.48,1.0,1.0,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,Turkey ,ISCED 1,0.0,0.0,28.48,3.0,3.0,Invalid,Invalid,0.0485,1.2956,0.0,43.33,-0.536,0.4732,22NOV13
10991,Germany,2760000,DEU0102,OECD,Germany,27,593,Tick,No tick,No tick,,46 � 50 years,No,No,No,,,,,,<$B> or more but less than <$C>,<$Y or more but less than $Z>,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No others,Somewhat important,Very important,Very important,Not important,Somewhat important,Not important,Very important,Somewhat important,Very important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Never or hardly ever,Never or hardly ever,Strongly agree,Strongly agree,Agree,Agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,No tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9999,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Insurance representatives,Shop sales assistants,Electrical engineering technicians,0.7501,-0.6372,28.48,60.29,,,Germany,Germany,Germany,Germany,Germany,Germany,ISCED 1,0.0,0.0,60.29,1.0,1.0,German ,German ,0.0485,0.4396,,51.92,-1.4771,0.5192,22NOV13
